1502942400,300.79,36736.84
1502946000,303.1,114043.28
1502949600,302.68,91622.68
1502953200,307.96,229248.31
1502956800,308.62,46559.46
1502960400,310,143925.23
1502964000,309.3,88083.87
1502967600,308.95,83703.69
1502971200,308.62,124013.72
1502974800,309.4,95966.38
1502978400,306.5,213504.9
1502982000,307.06,140601.4
1502985600,308,182450.67
1502989200,308.33,58976.57
1502992800,309.1,62722.64
1502996400,309.41,66056.06
1503000000,304.79,82247.52
1503003600,307.44,101419.05
1503007200,306.74,113373.22
1503010800,303.02,36565.26
1503014400,301.19,149959.93
1503018000,298.73,95959.1
1503021600,300.52,62868.62
1503025200,301.4,183852.18
1503028800,301.8,133060.9
1503032400,304.7,158886.85
1503036000,307,105034.43
1503039600,306.24,124933.3
1503043200,304.23,95717.45
1503046800,304.71,93093.1
1503050400,308.88,102089.42
1503054000,307.78,80940.1
1503057600,308.47,117917.8
1503061200,303.22,102929.62
1503064800,298.52,117787.2
1503068400,298.8,64155.47
1503072000,299.21,120417.85
1503075600,295.53,105241.97
1503079200,289.75,120009.55
1503082800,293.83,126616.46
1503086400,291.87,217256.79
1503090000,286.3,173970.72
1503093600,293.74,135332.26
1503097200,293.96,27429.16
1503100800,295.44,25343.65
1503104400,297.19,12409
1503108000,299.84,25431.55
1503111600,293.22,19642.52
1503115200,291.87,12631.83
1503118800,293.23,10408.7
1503122400,289.02,13161.1
1503126000,290.16,32485.97
1503129600,288.4,42805.81
1503133200,290.3,66171.29
1503136800,287.14,128965.47
1503140400,282.58,88371.5
1503144000,290.85,47041.11
1503147600,286.36,6032.94
1503151200,283,3928.4
1503154800,288.64,24881.11
1503158400,286.14,17856.86
1503162000,293.15,3207.62
1503165600,295,12012.21
1503169200,293.31,3854.26
1503172800,290.31,3997.34
1503176400,293.25,7309.65
1503180000,290.91,10298.7
1503187200,287,4473.8
1503190800,289.94,4961.3
1503194400,292.42,9454.75
1503198000,292.41,879.64
1503201600,288.3,1919.13
1503205200,292.17,12455.29
1503208800,293.12,10179.62
1503212400,292.08,48472.17
1503216000,295.98,45618.63
1503219600,295.96,1432.23
1503223200,295.51,7329.95
1503226800,295,15167.18
1503230400,296.92,16593.38
1503234000,293.41,1788.69
1503237600,294.25,1147.58
1503241200,295.1,4.66
1503244800,296.46,15531.03
1503248400,296.88,29827.14
1503252000,298.57,10843.36
1503255600,297.88,43327.05
1503259200,297.27,75993.94
